Date,ATO,A,FAST,CAH
2021-10-05,88.79291534423828,152.82870483398438,51.70000076293945,48.71733093261719
2021-10-06,88.94088745117188,153.44789123535156,51.9900016784668,48.20222091674805
2021-10-07,88.54629516601562,155.11570739746094,52.720001220703125,48.539024353027344
2021-10-08,88.74358367919922,152.2694549560547,52.720001220703125,48.25175094604492
2021-10-11,87.90508270263672,149.8226776123047,52.22999954223633,48.26165771484375
2021-10-12,87.77684783935547,147.75538635253906,53.83000183105469,47.60786819458008
2021-10-13,90.95329284667969,150.0224151611328,53.650001525878906,47.29087829589844
2021-10-14,92.6697769165039,152.3892822265625,55.619998931884766,48.17250442504883
2021-10-15,91.74247741699219,153.0684051513672,55.7400016784668,48.083351135253906
2021-10-18,89.86817932128906,154.57640075683594,55.65999984741211,47.18191146850586
2021-10-19,91.62409973144531,155.41529846191406,56.2599983215332,48.17250442504883
2021-10-20,93.2419204711914,157.38270568847656,56.0099983215332,48.796573638916016
2021-10-21,92.18639373779297,156.7335662841797,56.099998474121094,48.59846115112305
2021-10-22,92.76842498779297,157.76220703125,56.04999923706055,49.103660583496094
2021-10-25,92.92625427246094,158.13172912597656,56.150001525878906,48.27156066894531
2021-10-26,92.75855255126953,157.98193359375,56.029998779296875,48.241844177246094
2021-10-27,90.53897857666016,155.05577087402344,55.56999969482422,46.99369812011719
2021-10-28,91.63397216796875,155.55511474609375,56.18000030517578,47.27106475830078
2021-10-29,90.8743896484375,157.28285217285156,57.08000183105469,47.3602180480957
2021-11-01,91.78194427490234,156.85340881347656,56.779998779296875,48.16259765625
2021-11-02,92.52180480957031,157.6423797607422,57.41999816894531,48.430057525634766
2021-11-03,92.09761810302734,157.99191284179688,57.27000045776367,49.92585372924805
2021-11-04,92.36396026611328,157.442626953125,58.529998779296875,48.69751739501953
2021-11-05,92.71910095214844,156.2042694091797,58.22999954223633,49.073944091796875
2021-11-08,91.712890625,160.72830200195312,58.22999954223633,49.1630973815918
2021-11-09,91.8805923461914,159.59979248046875,58.81999969482422,48.85601043701172
2021-11-10,92.79801177978516,159.07049560546875,58.86000061035156,49.8267936706543
2021-11-11,93.48854064941406,158.5811309814453,59.29999923706055,49.410743713378906
2021-11-12,94.1396255493164,160.66839599609375,60.2400016784668,50.9560661315918
2021-11-15,94.9090805053711,157.5724639892578,60.63999938964844,49.985286712646484
2021-11-16,93.29125213623047,161.17771911621094,61.349998474121094,49.56924057006836
2021-11-17,92.58098602294922,161.3275146484375,61.22999954223633,49.26215362548828
2021-11-18,91.35775756835938,161.9467010498047,61.099998474121094,48.86592102050781
2021-11-19,93.61679077148438,164.08389282226562,61.029998779296875,47.984291076660156
2021-11-22,94.32705688476562,162.56588745117188,61.040000915527344,47.8357048034668
2021-11-23,94.02124786376953,154.57640075683594,60.93000030517578,48.677703857421875
2021-11-24,93.71543884277344,152.768798828125,60.88999938964844,48.32109069824219
2021-11-26,92.78146362304688,151.86997985839844,60.11000061035156,47.152191162109375
2021-11-29,93.19877624511719,153.21820068359375,60.939998626708984,47.02341842651367
2021-11-30,89.74108123779297,150.70150756835938,59.16999816894531,45.795082092285156
2021-12-01,88.8567886352539,148.0150604248047,58.470001220703125,45.43846893310547
2021-12-02,90.09877014160156,150.79139709472656,59.65999984741211,46.369625091552734
2021-12-03,92.16544342041016,149.13357543945312,60.130001068115234,46.57765197753906
2021-12-06,93.95390319824219,151.27076721191406,62.0,47.25125503540039
2021-12-07,94.2718505859375,153.5977020263672,63.209999084472656,47.64748764038086
2021-12-08,93.80487060546875,156.10440063476562,62.869998931884766,47.796077728271484
2021-12-09,94.61961364746094,154.40663146972656,62.810001373291016,48.0239143371582
2021-12-10,95.12633514404297,156.05445861816406,64.0999984741211,48.03382110595703
2021-12-13,96.72602081298828,156.08441162109375,64.08999633789062,47.984291076660156
2021-12-14,96.51736450195312,151.6802215576172,63.029998779296875,48.46968078613281
2021-12-15,97.88851928710938,154.10702514648438,63.650001525878906,48.747047424316406
2021-12-16,99.706787109375,150.60165405273438,63.459999084472656,48.97488021850586
2021-12-17,98.196533203125,151.2208251953125,62.04999923706055,49.18291091918945
2021-12-20,98.69332885742188,150.22213745117188,61.31999969482422,48.66780090332031
2021-12-21,98.82249450683594,153.7574920654297,61.59000015258789,49.25225067138672
2021-12-22,101.46544647216797,156.5737762451172,62.040000915527344,49.70792007446289
2021-12-23,102.07154083251953,157.59243774414062,62.59000015258789,50.272560119628906
2021-12-27,103.39301300048828,158.5312042236328,63.58000183105469,50.8768196105957
2021-12-28,102.76705169677734,158.97061157226562,63.880001068115234,51.233436584472656
2021-12-29,104.1580810546875,160.4386749267578,64.41999816894531,51.56032943725586
2021-12-30,103.82025146484375,160.66839599609375,63.810001373291016,51.67919921875
2021-12-31,104.09845733642578,159.44000244140625,64.05999755859375,51.4900016784668
2022-01-03,104.33692169189453,156.47999572753906,61.97999954223633,52.0099983215332
2022-01-04,105.57891082763672,151.19000244140625,62.33000183105469,52.599998474121094
2022-01-05,105.91673278808594,148.60000610351562,61.540000915527344,53.31999969482422
2022-01-06,105.09204864501953,149.1199951171875,61.88999938964844,52.5099983215332
2022-01-07,104.61512756347656,145.14999389648438,60.630001068115234,54.2400016784668
2022-01-10,104.47602844238281,145.16000366210938,60.16999816894531,51.029998779296875
2022-01-11,103.96929168701172,146.63999938964844,60.290000915527344,52.709999084472656
2022-01-12,103.53211212158203,149.50999450683594,60.380001068115234,51.68000030517578
2022-01-13,105.31063842773438,145.1699981689453,60.75,52.2400016784668
2022-01-14,105.3702621459961,144.67999267578125,59.20000076293945,53.09000015258789
2022-01-18,104.73435974121094,140.47000122070312,58.38999938964844,52.59000015258789
2022-01-19,104.66480255126953,140.42999267578125,58.02000045776367,52.06999969482422
2022-01-20,104.34685516357422,139.47999572753906,56.16999816894531,51.61000061035156
2022-01-21,103.91960906982422,137.50999450683594,56.52000045776367,50.560001373291016
2022-01-24,101.6641616821289,138.1199951171875,57.470001220703125,50.810001373291016
2022-01-25,103.25390625,134.57000732421875,55.68000030517578,50.75
2022-01-26,102.98564147949219,133.50999450683594,55.31999969482422,50.79999923706055
2022-01-27,104.1580810546875,132.08999633789062,54.83000183105469,52.310001373291016
2022-01-28,105.42987060546875,137.05999755859375,55.83000183105469,52.630001068115234
2022-01-31,106.53276062011719,139.32000732421875,56.68000030517578,51.56999969482422
2022-02-01,105.59878540039062,141.02999877929688,56.5099983215332,51.33000183105469
2022-02-02,106.10551452636719,144.24000549316406,57.2599983215332,51.599998474121094
2022-02-03,106.09557342529297,141.7899932861328,56.380001068115234,51.43000030517578
2022-02-04,105.08211517333984,141.1199951171875,54.9900016784668,51.959999084472656
2022-02-07,105.2609634399414,140.3699951171875,53.439998626708984,52.630001068115234
2022-02-08,105.88692474365234,140.80999755859375,53.619998931884766,54.150001525878906
2022-02-09,108.15230560302734,144.44000244140625,54.5099983215332,53.970001220703125
2022-02-10,105.2708969116211,141.66000366210938,52.86000061035156,52.810001373291016
2022-02-11,105.9962158203125,137.1999969482422,51.95000076293945,52.54999923706055
2022-02-14,105.30071258544922,135.2100067138672,51.91999816894531,52.290000915527344
2022-02-15,104.85359191894531,135.91000366210938,52.16999816894531,53.529998779296875
2022-02-16,105.40999603271484,135.14999389648438,52.34000015258789,54.540000915527344
2022-02-17,106.66000366210938,130.25,51.279998779296875,54.5099983215332
2022-02-18,106.04000091552734,132.0500030517578,51.20000076293945,54.18000030517578
2022-02-22,106.26000213623047,130.49000549316406,51.04999923706055,53.91999816894531
2022-02-23,105.38999938964844,126.0,49.619998931884766,53.45000076293945
2022-02-24,104.75,128.14999389648438,50.459999084472656,52.47999954223633
2022-02-25,109.08999633789062,133.72999572753906,51.279998779296875,54.20000076293945
2022-02-28,109.80999755859375,130.36000061035156,51.459999084472656,54.0099983215332
2022-03-01,109.93000030517578,131.92999267578125,51.560001373291016,52.83000183105469
2022-03-02,111.13999938964844,133.16000366210938,52.56999969482422,53.459999084472656
2022-03-03,113.73999786376953,137.1699981689453,53.150001525878906,53.810001373291016
2022-03-04,116.1500015258789,133.88999938964844,53.970001220703125,54.0
2022-03-07,116.01000213623047,130.33999633789062,54.099998474121094,52.43000030517578
2022-03-08,113.4000015258789,129.32000732421875,54.15999984741211,52.43000030517578
2022-03-09,112.18000030517578,133.25999450683594,54.7599983215332,53.189998626708984
2022-03-10,113.29000091552734,134.3300018310547,54.470001220703125,53.16999816894531
2022-03-11,113.73999786376953,130.30999755859375,53.970001220703125,52.56999969482422
2022-03-14,112.86000061035156,127.58000183105469,54.4900016784668,52.61000061035156
2022-03-15,114.11000061035156,130.27999877929688,55.790000915527344,53.93000030517578
2022-03-16,114.3499984741211,135.0,55.970001220703125,53.77000045776367
2022-03-17,114.47000122070312,136.82000732421875,57.13999938964844,57.189998626708984
2022-03-18,112.7300033569336,139.1199951171875,57.869998931884766,57.290000915527344
2022-03-21,115.23999786376953,138.13999938964844,57.7599983215332,57.599998474121094
2022-03-22,114.16000366210938,139.2899932861328,57.75,57.75
2022-03-23,114.30999755859375,134.17999267578125,57.06999969482422,56.7599983215332
2022-03-24,115.66999816894531,136.41000366210938,57.349998474121094,57.27000045776367
2022-03-25,118.5199966430664,135.7100067138672,57.58000183105469,57.959999084472656
2022-03-28,117.79000091552734,135.4199981689453,58.459999084472656,57.79999923706055
2022-03-29,119.18000030517578,138.4199981689453,58.97999954223633,57.61000061035156
2022-03-30,120.37000274658203,135.4600067138672,59.709999084472656,57.630001068115234
2022-03-31,119.48999786376953,132.3300018310547,59.400001525878906,56.70000076293945
2022-04-01,121.41000366210938,133.97000122070312,59.66999816894531,57.599998474121094
2022-04-04,119.18000030517578,134.80999755859375,60.150001525878906,56.70000076293945
2022-04-05,120.2300033569336,133.25999450683594,59.31999969482422,56.83000183105469
2022-04-06,122.05000305175781,132.7100067138672,59.72999954223633,57.40999984741211
2022-04-07,120.86000061035156,135.92999267578125,58.709999084472656,59.380001068115234
2022-04-08,121.70999908447266,134.8699951171875,57.689998626708984,61.900001525878906
2022-04-11,120.51000213623047,131.25999450683594,57.970001220703125,61.380001068115234
2022-04-12,120.19999694824219,125.38999938964844,57.689998626708984,63.29999923706055
2022-04-13,119.9000015258789,128.2899932861328,58.97999954223633,63.029998779296875
2022-04-14,119.73999786376953,126.44000244140625,56.0099983215332,62.959999084472656
2022-04-18,119.5999984741211,123.83999633789062,54.95000076293945,62.97999954223633
2022-04-19,120.61000061035156,126.52999877929688,56.70000076293945,62.720001220703125
2022-04-20,122.69000244140625,129.3699951171875,57.02000045776367,63.86000061035156
2022-04-21,121.16000366210938,125.29000091552734,57.709999084472656,63.75
2022-04-22,118.69999694824219,121.31999969482422,56.95000076293945,61.56999969482422
2022-04-25,117.69999694824219,121.44999694824219,56.95000076293945,61.2400016784668
2022-04-26,117.05000305175781,117.94000244140625,55.95000076293945,60.630001068115234
2022-04-27,116.05999755859375,117.68000030517578,55.7400016784668,59.83000183105469
2022-04-28,116.80999755859375,121.05999755859375,57.439998626708984,59.81999969482422
2022-04-29,113.4000015258789,119.2699966430664,55.310001373291016,58.04999923706055
2022-05-02,111.76000213623047,119.56999969482422,55.0,58.08000183105469
2022-05-03,112.61000061035156,122.4000015258789,54.810001373291016,58.790000915527344
2022-05-04,115.30999755859375,126.30000305175781,57.25,60.4900016784668
2022-05-05,115.04000091552734,122.1500015258789,54.18000030517578,57.869998931884766
2022-05-06,114.9000015258789,121.08000183105469,53.15999984741211,58.27000045776367
2022-05-09,113.62999725341797,113.11000061035156,53.099998474121094,56.970001220703125
2022-05-10,113.11000061035156,116.63999938964844,51.900001525878906,56.04999923706055
2022-05-11,112.62000274658203,113.98999786376953,50.58000183105469,55.900001525878906
2022-05-12,112.08999633789062,116.12999725341797,52.22999954223633,54.97999954223633
2022-05-13,112.95999908447266,119.37999725341797,52.689998626708984,55.61000061035156
2022-05-16,113.16000366210938,120.30000305175781,52.709999084472656,56.13999938964844
2022-05-17,113.75,123.08000183105469,53.25,56.70000076293945
2022-05-18,111.8499984741211,120.79000091552734,51.29999923706055,55.68000030517578
2022-05-19,111.37000274658203,122.4000015258789,51.34000015258789,55.83000183105469
2022-05-20,111.69999694824219,125.12999725341797,51.45000076293945,55.79999923706055
2022-05-23,113.66999816894531,125.9800033569336,51.93000030517578,56.959999084472656
2022-05-24,116.02999877929688,124.41000366210938,51.9900016784668,57.11000061035156
2022-05-25,115.91999816894531,120.37999725341797,51.68000030517578,57.7400016784668
2022-05-26,116.73999786376953,123.8499984741211,52.52000045776367,58.02000045776367
2022-05-27,117.63999938964844,130.5500030517578,54.119998931884766,57.70000076293945
2022-05-31,116.30999755859375,127.55999755859375,53.560001373291016,56.31999969482422
2022-06-01,116.43000030517578,123.08999633789062,53.90999984741211,55.43000030517578
2022-06-02,116.5999984741211,129.10000610351562,55.13999938964844,54.5
2022-06-03,116.11000061035156,128.49000549316406,54.439998626708984,53.81999969482422
2022-06-06,116.76000213623047,127.62999725341797,54.72999954223633,53.7400016784668
2022-06-07,117.43000030517578,128.89999389648438,54.959999084472656,53.90999984741211
2022-06-08,115.22000122070312,126.83999633789062,53.810001373291016,53.54999923706055
2022-06-09,112.94999694824219,124.13999938964844,52.84000015258789,52.349998474121094
2022-06-10,111.97000122070312,120.56999969482422,51.97999954223633,53.459999084472656
2022-06-13,107.01000213623047,116.27999877929688,50.08000183105469,51.4900016784668
2022-06-14,105.54000091552734,116.01000213623047,49.130001068115234,51.11000061035156
2022-06-15,106.08999633789062,116.47000122070312,49.61000061035156,51.040000915527344
2022-06-16,104.58000183105469,114.95999908447266,48.72999954223633,50.47999954223633
2022-06-17,103.51000213623047,112.70999908447266,48.47999954223633,50.70000076293945
2022-06-21,105.47000122070312,113.87999725341797,49.7400016784668,51.4900016784668
2022-06-22,105.66000366210938,113.80000305175781,49.84000015258789,52.59000015258789
2022-06-23,107.04000091552734,118.5999984741211,50.439998626708984,53.02000045776367
2022-06-24,109.23999786376953,121.29000091552734,51.900001525878906,54.45000076293945
