Date,DD,SEDG,DHI
2021-11-03,79.09956359863281,352.989990234375,88.10099029541016
2021-11-04,78.46795654296875,349.8299865722656,89.4302978515625
2021-11-05,79.34629821777344,344.07000732421875,91.76153564453125
2021-11-08,78.47782135009766,349.8999938964844,91.97978210449219
2021-11-09,79.95816040039062,351.1400146484375,96.741455078125
2021-11-10,78.92192840576172,343.29998779296875,94.26141357421875
2021-11-11,79.91869354248047,358.25,95.59072875976562
2021-11-12,79.66209411621094,362.4100036621094,97.0093002319336
2021-11-15,77.73764038085938,368.3299865722656,96.52322387695312
2021-11-16,76.57311248779297,360.5,98.31876373291016
2021-11-17,78.25083923339844,365.0,100.72936248779297
2021-11-18,78.47782135009766,355.4200134277344,101.02696228027344
2021-11-19,78.97126770019531,365.1300048828125,101.35433959960938
2021-11-22,78.1817626953125,353.6499938964844,99.37030029296875
2021-11-23,78.46795654296875,350.0199890136719,100.93768310546875
2021-11-24,77.66856384277344,348.489990234375,100.28295135498047
2021-11-26,75.95137023925781,341.44000244140625,97.96163940429688
2021-11-29,76.32786560058594,347.2099914550781,97.97156524658203
2021-11-30,73.27632904052734,327.760009765625,96.9200210571289
2021-12-01,73.10791015625,315.04998779296875,96.97954559326172
2021-12-02,74.5841293334961,318.5400085449219,101.95947265625
2021-12-03,74.78227996826172,307.0,101.9445571899414
2021-12-06,75.68386840820312,307.6300048828125,105.09614562988281
2021-12-07,76.8232421875,325.8299865722656,105.54354095458984
2021-12-08,77.53659057617188,330.55999755859375,106.35877227783203
2021-12-09,77.91307830810547,313.3800048828125,106.3388900756836
2021-12-10,79.30013275146484,309.0899963378906,109.01327514648438
2021-12-13,76.91240692138672,303.6700134277344,107.39273071289062
2021-12-14,76.92231750488281,298.29998779296875,104.13177490234375
2021-12-15,77.61583709716797,305.5,106.74651336669922
2021-12-16,77.98242950439453,287.0299987792969,103.86334991455078
2021-12-17,75.80276489257812,288.8500061035156,102.42176055908203
2021-12-20,74.51477813720703,258.3599853515625,100.79129028320312
2021-12-21,75.78294372558594,281.1000061035156,102.8890380859375
2021-12-22,76.28823852539062,284.010009765625,104.96690368652344
2021-12-23,77.81399536132812,283.2900085449219,104.31073760986328
2021-12-27,79.07225036621094,285.6000061035156,105.59324645996094
2021-12-28,79.70634460449219,278.82000732421875,106.32894897460938
2021-12-29,79.84504699707031,278.0400085449219,107.73076629638672
2021-12-30,79.38929748535156,282.3500061035156,106.88569641113281
2021-12-31,80.03329467773438,280.57000732421875,107.82023620605469
2022-01-03,79.9144058227539,282.45001220703125,104.64875793457031
2022-01-04,81.77702331542969,273.1000061035156,105.10609436035156
2022-01-05,81.03395080566406,249.80999755859375,102.47148132324219
2022-01-06,81.23210144042969,248.24000549316406,100.91059875488281
2022-01-07,82.42101287841797,248.91000366210938,94.68694305419922
2022-01-10,81.21229553222656,255.47000122070312,95.1641616821289
2022-01-11,82.26248931884766,261.0899963378906,98.15668487548828
2022-01-12,82.94611358642578,261.0199890136719,98.85261535644531
2022-01-13,83.23343658447266,260.42999267578125,99.18070220947266
2022-01-14,84.18456268310547,253.8300018310547,97.95783996582031
2022-01-18,82.99565124511719,238.8000030517578,92.87751770019531
2022-01-19,80.82589721679688,232.08999633789062,89.80545806884766
2022-01-20,78.44808197021484,231.32000732421875,87.8469009399414
2022-01-21,76.75389099121094,220.30999755859375,87.35974884033203
2022-01-24,76.43684387207031,225.8699951171875,90.56104278564453
2022-01-25,76.11980438232422,212.74000549316406,88.9305648803711
2022-01-26,76.0306396484375,214.1300048828125,85.35147094726562
2022-01-27,75.78294372558594,209.82000732421875,83.53209686279297
2022-01-28,75.36682891845703,212.07000732421875,85.5503158569336
2022-01-31,75.89192199707031,238.22000122070312,88.701904296875
2022-02-01,77.17000579833984,242.22999572753906,88.9305648803711
2022-02-02,78.4183578491211,238.3000030517578,90.32243347167969
2022-02-03,77.00157928466797,231.1999969482422,87.6679458618164
2022-02-04,75.35691833496094,238.25999450683594,83.53209686279297
2022-02-07,74.67330169677734,240.97000122070312,84.84442901611328
2022-02-08,79.38929748535156,248.7100067138672,86.34566497802734
2022-02-09,80.73672485351562,265.9800109863281,88.23463439941406
2022-02-10,79.58745574951172,264.5,84.5362319946289
2022-02-11,78.54715728759766,250.08999633789062,83.75082397460938
2022-02-14,78.58678436279297,249.22000122070312,82.46830749511719
2022-02-15,80.9150619506836,262.1600036621094,84.31751251220703
2022-02-16,81.36090087890625,266.7200012207031,85.03025817871094
2022-02-17,78.99300384521484,263.260009765625,82.48831939697266
2022-02-18,78.04186248779297,257.9100036621094,83.17613983154297
2022-02-22,77.2393569946289,246.07000732421875,80.145751953125
2022-02-23,74.35626220703125,236.11000061035156,77.90286254882812
2022-02-24,74.87145233154297,271.19000244140625,82.0497055053711
2022-02-25,77.68759155273438,277.92999267578125,85.74797058105469
2022-02-28,76.99102020263672,319.4200134277344,85.12993621826172
2022-03-01,75.24959564208984,324.6300048828125,85.55857849121094
2022-03-02,76.72233581542969,314.4599914550781,87.30304718017578
2022-03-03,76.51336669921875,301.82000732421875,86.2364273071289
2022-03-04,74.0256118774414,293.2300109863281,85.12993621826172
2022-03-07,68.73167419433594,297.8900146484375,79.83672332763672
2022-03-08,68.47294616699219,328.9100036621094,80.10587310791016
2022-03-09,72.13491821289062,326.9800109863281,82.38863372802734
2022-03-10,71.7269287109375,315.1300048828125,82.1394271850586
2022-03-11,72.13491821289062,317.92999267578125,80.7039794921875
2022-03-14,71.38859558105469,298.510009765625,77.13529968261719
2022-03-15,71.51795959472656,315.75,80.15572357177734
2022-03-16,73.87635040283203,334.1600036621094,81.48150634765625
2022-03-17,75.43865966796875,314.6000061035156,82.9368896484375
2022-03-18,76.3342514038086,312.510009765625,85.46885681152344
2022-03-21,76.37405395507812,312.0799865722656,82.65777587890625
2022-03-22,76.65267944335938,325.1099853515625,82.52819061279297
2022-03-23,75.56802368164062,327.2699890136719,78.29163360595703
2022-03-24,75.92626190185547,337.739990234375,78.58071899414062
2022-03-25,76.71238708496094,335.2699890136719,77.51409912109375
2022-03-28,75.96605682373047,333.07000732421875,78.0224838256836
2022-03-29,77.61793518066406,324.5,80.55445098876953
2022-03-30,76.16508483886719,314.2300109863281,78.6405258178711
2022-03-31,73.2195816040039,322.3699951171875,74.27437591552734
2022-04-01,74.38385009765625,322.8299865722656,75.93909454345703
2022-04-04,74.51321411132812,335.30999755859375,76.4175796508789
2022-04-05,72.64242553710938,328.69000244140625,73.81583404541016
2022-04-06,69.83623504638672,320.1600036621094,70.90505981445312
2022-04-07,69.36853790283203,314.92999267578125,70.16740417480469
2022-04-08,68.50279998779297,301.5799865722656,70.60601806640625
2022-04-11,68.14456939697266,300.0299987792969,71.9417724609375
2022-04-12,68.12466430664062,301.45001220703125,71.43338775634766
2022-04-13,68.63216400146484,308.0,73.86566925048828
2022-04-14,68.36347961425781,300.6600036621094,72.28070068359375
2022-04-18,68.26397705078125,302.2699890136719,71.1243667602539
2022-04-19,68.9306869506836,304.82000732421875,73.88561248779297
2022-04-20,70.21437072753906,281.6099853515625,74.35411834716797
2022-04-21,69.3287353515625,254.14999389648438,73.02832794189453
2022-04-22,66.96039581298828,251.5800018310547,71.1243667602539
2022-04-25,67.4678955078125,253.49000549316406,73.95539093017578
2022-04-26,65.84587860107422,244.75999450683594,71.98165130615234
2022-04-27,65.86578369140625,249.47999572753906,69.86834716796875
2022-04-28,67.24897766113281,254.41000366210938,72.62959289550781
2022-04-29,65.6070556640625,250.41000366210938,69.36992645263672
2022-05-02,65.57720184326172,255.30999755859375,70.53623962402344
2022-05-03,66.05484771728516,262.6700134277344,71.49320220947266
2022-05-04,68.4430923461914,284.6000061035156,75.33102416992188
2022-05-05,65.81602478027344,266.2300109863281,70.92500305175781
2022-05-06,65.09954833984375,251.80999755859375,70.0199966430664
2022-05-09,64.014892578125,225.36000061035156,69.93000030517578
2022-05-10,63.00983810424805,233.8000030517578,68.20999908447266
2022-05-11,63.06954574584961,216.52000427246094,64.86000061035156
2022-05-12,62.940181732177734,211.9199981689453,67.55999755859375
2022-05-13,63.82582092285156,232.25,68.52999877929688
2022-05-16,63.81586837768555,222.7899932861328,68.37000274658203
2022-05-17,66.08470916748047,239.35000610351562,70.45999908447266
2022-05-18,63.96513366699219,238.8000030517578,65.70999908447266
2022-05-19,64.00494384765625,252.17999267578125,66.5199966430664
2022-05-20,63.5372428894043,256.80999755859375,68.75
2022-05-23,65.14930725097656,255.6300048828125,67.44000244140625
2022-05-24,64.32337188720703,248.22999572753906,65.62999725341797
2022-05-25,65.08960723876953,253.4499969482422,69.0
2022-05-26,67.04000091552734,266.44000244140625,72.86000061035156
2022-05-27,68.36000061035156,280.3599853515625,74.77999877929688
2022-05-31,67.8499984741211,272.7900085449219,75.1500015258789
2022-06-01,67.41999816894531,272.4800109863281,75.06999969482422
2022-06-02,68.81999969482422,300.489990234375,76.27999877929688
2022-06-03,66.91999816894531,298.3399963378906,76.0
2022-06-06,67.66999816894531,306.8800048828125,75.5999984741211
2022-06-07,67.97000122070312,306.4200134277344,75.48999786376953
2022-06-08,67.63999938964844,298.44000244140625,73.0
2022-06-09,66.12000274658203,291.6700134277344,73.44999694824219
2022-06-10,63.529998779296875,284.3599853515625,70.38999938964844
2022-06-13,60.869998931884766,264.3399963378906,66.5
2022-06-14,60.369998931884766,264.6300048828125,65.72000122070312
2022-06-15,60.349998474121094,274.1300048828125,65.44000244140625
2022-06-16,56.779998779296875,253.97999572753906,61.29999923706055
2022-06-17,56.290000915527344,275.4100036621094,60.560001373291016
2022-06-21,56.86000061035156,283.1000061035156,61.29999923706055
2022-06-22,55.90999984741211,280.3999938964844,64.08000183105469
2022-06-23,55.349998474121094,291.5299987792969,67.4000015258789
2022-06-24,58.54999923706055,286.3399963378906,67.69000244140625
2022-06-27,58.084999084472656,291.7699890136719,67.16999816894531
