,Adj Close,Adj Close,Adj Close,Adj Close
,AAL,AAP,AAPL,ABBV
Date,,,,
2021-11-15,20.31999969482422,240.89842224121094,150.0,115.64002227783203
2021-11-16,19.84000015258789,234.70443725585938,151.0,115.22433471679688
2021-11-17,19.860000610351562,231.5775604248047,153.49000549316406,116.14478302001953
2021-11-18,19.389999389648438,230.9501953125,157.8699951171875,115.86766052246094
2021-11-19,19.280000686645508,229.03822326660156,160.5500030517578,115.04618835449219
2021-11-22,19.6299991607666,230.86058044433594,161.02000427246094,114.46224975585938
2021-11-23,19.469999313354492,234.7841033935547,161.41000366210938,117.65907287597656
2021-11-24,19.459999084472656,232.39413452148438,161.94000244140625,117.44133758544922
2021-11-26,17.75,225.78189086914062,156.80999755859375,115.31341552734375
2021-11-29,17.739999771118164,226.31964111328125,160.24000549316406,115.68951416015625
2021-11-30,17.690000534057617,219.79702758789062,165.3000030517578,114.0960464477539
2021-12-01,16.280000686645508,217.31744384765625,164.77000427246094,114.7195816040039
2021-12-02,17.420000076293945,227.80340576171875,163.75999450683594,115.66972351074219
2021-12-03,16.6200008392334,225.91136169433594,161.83999633789062,117.62937927246094
2021-12-06,17.93000030517578,229.0581512451172,165.32000732421875,120.10370635986328
2021-12-07,17.889999389648438,233.967529296875,171.17999267578125,120.2620620727539
2021-12-08,18.229999542236328,233.05137634277344,175.0800018310547,120.61837005615234
2021-12-09,18.139999389648438,233.63890075683594,174.55999755859375,122.87495422363281
2021-12-10,18.010000228881836,239.03623962402344,179.4499969482422,124.181396484375
2021-12-13,17.1200008392334,233.1409912109375,175.74000549316406,125.2107162475586
2021-12-14,16.90999984741211,234.4056854248047,174.3300018310547,125.98270416259766
2021-12-15,16.989999771118164,238.13999938964844,179.3000030517578,128.8925018310547
2021-12-16,16.520000457763672,239.16000366210938,172.25999450683594,130.4265899658203
2021-12-17,16.950000762939453,232.82000732421875,171.13999938964844,128.19969177246094
2021-12-20,17.299999237060547,228.38999938964844,169.75,129.5160369873047
2021-12-21,18.1200008392334,229.57000732421875,172.99000549316406,128.61538696289062
2021-12-22,18.260000228881836,232.7899932861328,175.63999938964844,130.69381713867188
2021-12-23,18.260000228881836,232.1300048828125,176.27999877929688,131.72312927246094
2021-12-27,18.170000076293945,236.5,180.3300018310547,133.0295867919922
2021-12-28,18.540000915527344,238.1300048828125,179.2899932861328,133.00978088378906
2021-12-29,18.049999237060547,241.02999877929688,179.3800048828125,133.96981811523438
2021-12-30,18.06999969482422,237.52000427246094,178.1999969482422,134.53396606445312
2021-12-31,17.959999084472656,239.8800048828125,177.57000732421875,134.0093994140625
2022-01-03,18.75,236.77999877929688,182.00999450683594,134.02920532226562
2022-01-04,19.020000457763672,237.0500030517578,179.6999969482422,133.77188110351562
2022-01-05,18.68000030517578,236.4499969482422,174.9199981689453,134.47457885742188
2022-01-06,18.56999969482422,241.64999389648438,172.0,133.84115600585938
2022-01-07,19.280000686645508,238.08999633789062,172.1699981689453,133.4947509765625
2022-01-10,18.790000915527344,234.1300048828125,172.19000244140625,134.98924255371094
2022-01-11,19.020000457763672,232.00999450683594,175.0800018310547,135.56329345703125
2022-01-12,18.5,237.52999877929688,175.52999877929688,135.87998962402344
2022-01-13,19.34000015258789,241.32000732421875,172.19000244140625,133.52000427246094
2022-01-14,18.489999771118164,239.60000610351562,173.07000732421875,135.8699951171875
2022-01-18,17.899999618530273,237.91000366210938,169.8000030517578,136.77999877929688
2022-01-19,17.309999465942383,234.33999633789062,166.22999572753906,135.2100067138672
2022-01-20,16.760000228881836,229.3300018310547,164.50999450683594,133.02999877929688
2022-01-21,16.299999237060547,226.14999389648438,162.41000366210938,131.97999572753906
2022-01-24,16.40999984741211,232.80999755859375,161.6199951171875,132.16000366210938
2022-01-25,16.459999084472656,230.17999267578125,159.77999877929688,133.08999633789062
2022-01-26,16.239999771118164,225.1199951171875,159.69000244140625,134.22999572753906
2022-01-27,15.779999732971191,225.11000061035156,159.22000122070312,135.97000122070312
2022-01-28,15.640000343322754,228.22000122070312,170.3300018310547,137.9199981689453
2022-01-31,16.469999313354492,231.50999450683594,174.77999877929688,136.88999938964844
2022-02-01,16.829999923706055,234.8000030517578,174.61000061035156,137.0
2022-02-02,16.959999084472656,236.67999267578125,175.83999633789062,138.6199951171875
2022-02-03,16.56999969482422,232.49000549316406,172.89999389648438,140.72999572753906
2022-02-04,16.450000762939453,226.99000549316406,172.38999938964844,140.64999389648438
2022-02-07,17.280000686645508,225.94000244140625,171.66000366210938,142.52999877929688
2022-02-08,18.260000228881836,230.1999969482422,174.8300018310547,143.50999450683594
2022-02-09,18.760000228881836,232.17999267578125,176.27999877929688,143.1999969482422
2022-02-10,18.709999084472656,222.72999572753906,172.1199951171875,142.7100067138672
2022-02-11,17.610000610351562,222.94000244140625,168.63999938964844,142.00999450683594
2022-02-14,17.43000030517578,224.27999877929688,168.8800048828125,143.0
2022-02-15,18.84000015258789,222.60000610351562,172.7899932861328,144.75999450683594
2022-02-16,18.81999969482422,222.38999938964844,172.5500030517578,145.8699951171875
2022-02-17,18.219999313354492,220.41000366210938,168.8800048828125,144.97000122070312
2022-02-18,17.8700008392334,218.8000030517578,167.3000030517578,144.02999877929688
2022-02-22,17.43000030517578,206.75999450683594,164.32000732421875,145.55999755859375
2022-02-23,16.639999389648438,196.8000030517578,160.07000732421875,146.75999450683594
2022-02-24,16.959999084472656,200.80999755859375,162.74000549316406,145.27000427246094
2022-02-25,17.459999084472656,205.57000732421875,164.85000610351562,149.5399932861328
2022-02-28,17.25,204.47999572753906,165.1199951171875,147.77000427246094
2022-03-01,16.290000915527344,201.1699981689453,163.1999969482422,147.69000244140625
2022-03-02,16.3700008392334,209.07000732421875,166.55999755859375,149.57000732421875
2022-03-03,15.710000038146973,208.27000427246094,166.22999572753906,150.41000366210938
2022-03-04,14.59000015258789,206.6199951171875,163.1699981689453,150.55999755859375
2022-03-07,12.84000015258789,201.30999755859375,159.3000030517578,149.4499969482422
2022-03-08,13.510000228881836,200.5800018310547,157.44000244140625,147.14999389648438
2022-03-09,14.300000190734863,204.8800048828125,162.9499969482422,148.83999633789062
2022-03-10,14.199999809265137,204.9199981689453,158.52000427246094,149.1699981689453
2022-03-11,14.020000457763672,204.0800018310547,154.72999572753906,149.05999755859375
2022-03-14,14.25,199.1699981689453,150.6199951171875,152.10000610351562
2022-03-15,15.569999694824219,204.27000427246094,155.08999633789062,155.8800048828125
2022-03-16,16.469999313354492,207.52000427246094,159.58999633789062,156.0500030517578
2022-03-17,16.549999237060547,208.17999267578125,160.6199951171875,158.58999633789062
2022-03-18,16.75,206.33999633789062,163.97999572753906,159.1999969482422
2022-03-21,16.09000015258789,205.75,165.3800048828125,160.0500030517578
2022-03-22,16.559999465942383,209.39999389648438,168.82000732421875,160.00999450683594
2022-03-23,16.209999084472656,213.33999633789062,170.2100067138672,158.4199981689453
2022-03-24,16.719999313354492,214.6699981689453,174.07000732421875,160.27999877929688
2022-03-25,17.010000228881836,215.5800018310547,174.72000122070312,161.3300018310547
2022-03-28,17.299999237060547,210.49000549316406,175.60000610351562,161.97000122070312
2022-03-29,18.15999984741211,215.4499969482422,178.9600067138672,162.17999267578125
2022-03-30,18.049999237060547,211.82000732421875,177.77000427246094,163.75
2022-03-31,18.25,206.9600067138672,174.61000061035156,162.11000061035156
2022-04-01,18.239999771118164,207.47999572753906,174.30999755859375,162.67999267578125
2022-04-04,18.229999542236328,211.9199981689453,178.44000244140625,161.88999938964844
2022-04-05,17.84000015258789,211.72999572753906,175.05999755859375,163.42999267578125
2022-04-06,17.3799991607666,212.8300018310547,171.8300018310547,168.91000366210938
2022-04-07,16.950000762939453,217.5800018310547,172.13999938964844,173.27999877929688
2022-04-08,16.59000015258789,225.74000549316406,170.08999633789062,174.9600067138672
2022-04-11,16.969999313354492,220.97000122070312,165.75,169.8300018310547
2022-04-12,17.1299991607666,221.8800048828125,167.66000366210938,167.30999755859375
2022-04-13,18.950000762939453,220.5800018310547,170.39999389648438,158.9499969482422
2022-04-14,19.0,218.67999267578125,165.2899932861328,162.30999755859375
2022-04-18,18.540000915527344,218.25,165.07000732421875,159.36000061035156
2022-04-19,19.59000015258789,222.89999389648438,167.39999389648438,156.35000610351562
2022-04-20,19.479999542236328,228.02000427246094,167.22999572753906,156.6999969482422
2022-04-21,20.219999313354492,225.55999755859375,166.4199981689453,158.52000427246094
2022-04-22,20.18000030517578,218.38999938964844,161.7899932861328,154.99000549316406
2022-04-25,19.979999542236328,223.8699951171875,162.8800048828125,156.3000030517578
2022-04-26,18.770000457763672,223.44000244140625,156.8000030517578,156.17999267578125
2022-04-27,18.969999313354492,224.8800048828125,156.57000732421875,157.6199951171875
2022-04-28,19.43000030517578,209.38999938964844,163.63999938964844,156.30999755859375
2022-04-29,18.770000457763672,199.6300048828125,157.64999389648438,146.8800048828125
2022-05-02,18.559999465942383,200.49000549316406,157.9600067138672,147.8699951171875
2022-05-03,19.1299991607666,199.9199981689453,159.47999572753906,149.60000610351562
2022-05-04,19.6200008392334,207.6300048828125,166.02000427246094,151.58999633789062
2022-05-05,18.540000915527344,201.3300018310547,156.77000427246094,152.17999267578125
2022-05-06,17.84000015258789,202.86000061035156,157.27999877929688,152.8300018310547
2022-05-09,16.31999969482422,202.63999938964844,152.05999755859375,150.9600067138672
2022-05-10,16.56999969482422,202.89999389648438,154.50999450683594,152.08999633789062
2022-05-11,15.970000267028809,201.07000732421875,146.5,151.9600067138672
2022-05-12,15.489999771118164,208.89999389648438,142.55999755859375,154.2899932861328
2022-05-13,16.579999923706055,211.2100067138672,147.11000061035156,153.5
2022-05-16,16.549999237060547,213.69000244140625,145.5399932861328,155.47000122070312
2022-05-17,17.81999969482422,216.25999450683594,149.24000549316406,154.77999877929688
2022-05-18,16.889999389648438,195.5,140.82000732421875,152.42999267578125
2022-05-19,16.75,196.07000732421875,137.35000610351562,151.72000122070312
2022-05-20,16.260000228881836,181.88999938964844,137.58999633789062,151.00999450683594
2022-05-23,16.75,183.24000549316406,143.11000061035156,148.02999877929688
2022-05-24,15.5,180.22999572753906,140.36000061035156,149.11000061035156
2022-05-25,16.1299991607666,185.30999755859375,140.52000427246094,151.9600067138672
2022-05-26,17.239999771118164,190.89999389648438,143.77999877929688,150.57000732421875
2022-05-27,18.1299991607666,193.0500030517578,149.63999938964844,150.0
2022-05-31,17.8700008392334,189.86000061035156,148.83999633789062,147.3699951171875
2022-06-01,17.290000915527344,187.66000366210938,148.7100067138672,146.02000427246094
2022-06-02,17.459999084472656,191.08999633789062,151.2100067138672,146.75
2022-06-03,16.219999313354492,190.72999572753906,145.3800048828125,147.1699981689453
2022-06-06,16.299999237060547,190.74000549316406,146.13999938964844,146.52999877929688
2022-06-07,16.690000534057617,186.83999633789062,148.7100067138672,149.13999938964844
2022-06-08,16.149999618530273,185.1199951171875,147.9600067138672,149.25
2022-06-09,15.470000267028809,184.66000366210938,142.63999938964844,145.42999267578125
2022-06-10,14.710000038146973,179.42999267578125,137.1300048828125,143.1999969482422
2022-06-13,13.319999694824219,172.19000244140625,131.8800048828125,139.4199981689453
2022-06-14,12.949999809265137,171.47999572753906,132.75999450683594,137.6199951171875
2022-06-15,13.3100004196167,172.2899932861328,135.42999267578125,138.08999633789062
2022-06-16,12.15999984741211,165.4499969482422,130.05999755859375,139.14999389648438
2022-06-17,12.9399995803833,167.80999755859375,131.55999755859375,138.27999877929688
2022-06-21,13.039999961853027,171.72999572753906,135.8699951171875,143.47000122070312
2022-06-22,13.100000381469727,174.66000366210938,135.35000610351562,147.55999755859375
2022-06-23,12.979999542236328,178.6300048828125,138.27000427246094,149.4499969482422
2022-06-24,13.899999618530273,183.10000610351562,141.66000366210938,152.33999633789062
2022-06-27,13.5600004196167,183.6300048828125,141.66000366210938,153.13999938964844
2022-06-28,13.5,178.75,137.44000244140625,152.49000549316406
2022-06-29,13.029999732971191,176.72000122070312,139.22999572753906,154.13999938964844
2022-06-30,12.680000305175781,173.08999633789062,136.72000122070312,153.16000366210938
2022-07-01,13.130000114440918,173.63999938964844,138.92999267578125,153.8000030517578
2022-07-05,13.880000114440918,182.30999755859375,141.55999755859375,153.92999267578125
2022-07-06,13.890000343322754,181.77000427246094,142.9199981689453,152.52999877929688
2022-07-07,14.100000381469727,183.99000549316406,146.35000610351562,152.0
2022-07-08,13.970000267028809,182.89999389648438,147.0399932861328,152.85000610351562
2022-07-11,13.430000305175781,181.75,144.8699951171875,153.22999572753906
2022-07-12,14.770000457763672,183.83999633789062,145.86000061035156,152.4600067138672
2022-07-13,14.3100004196167,185.33999633789062,145.49000549316406,152.14999389648438
2022-07-14,14.25,186.00999450683594,148.47000122070312,150.44000244140625
2022-07-15,14.470000267028809,188.7100067138672,150.1699981689453,153.6199951171875
2022-07-18,14.539999961853027,185.27000427246094,147.07000732421875,149.57000732421875
2022-07-19,15.15999984741211,190.64999389648438,151.0,149.74000549316406
2022-07-20,15.210000038146973,192.66000366210938,153.0399932861328,147.69000244140625
2022-07-21,14.079999923706055,189.8300018310547,155.35000610351562,147.75
2022-07-22,13.680000305175781,191.22999572753906,154.08999633789062,148.47000122070312
2022-07-25,13.75,189.6300048828125,152.9499969482422,150.22000122070312
2022-07-26,13.430000305175781,182.8699951171875,151.60000610351562,150.8699951171875
2022-07-27,13.970000267028809,185.91000366210938,156.7899932861328,151.14999389648438
2022-07-28,13.760000228881836,191.02999877929688,157.35000610351562,149.75
2022-07-29,13.710000038146973,193.6199951171875,162.50999450683594,143.50999450683594
2022-08-01,14.279999732971191,195.99000549316406,161.50999450683594,140.22000122070312
2022-08-02,14.0600004196167,195.02000427246094,160.00999450683594,140.38999938964844
2022-08-03,14.630000114440918,195.27000427246094,166.1300048828125,141.1999969482422
2022-08-04,14.859999656677246,191.55999755859375,165.80999755859375,138.9199981689453
2022-08-05,14.739999771118164,193.4199981689453,165.35000610351562,138.0399932861328
2022-08-08,15.020000457763672,194.2899932861328,164.8699951171875,140.33999633789062
2022-08-09,14.619999885559082,191.77000427246094,164.9199981689453,140.25
2022-08-10,15.069999694824219,194.69000244140625,169.24000549316406,140.94000244140625
2022-08-11,14.989999771118164,197.4199981689453,168.49000549316406,142.0800018310547
2022-08-12,15.25,202.52999877929688,172.10000610351562,142.60000610351562
2022-08-15,15.329999923706055,205.3300018310547,173.19000244140625,142.2899932861328
2022-08-16,15.5,209.60000610351562,173.02999877929688,142.5500030517578
2022-08-17,14.960000038146973,209.97999572753906,174.5500030517578,141.44000244140625
2022-08-18,14.84000015258789,207.49000549316406,174.14999389648438,141.2899932861328
2022-08-19,14.170000076293945,207.02000427246094,171.52000427246094,141.85000610351562
2022-08-22,13.710000038146973,198.47999572753906,167.57000732421875,140.33999633789062
2022-08-23,13.819999694824219,199.0500030517578,167.22999572753906,139.02000427246094
2022-08-24,13.989999771118164,179.91000366210938,167.52999877929688,137.91000366210938
2022-08-25,14.420000076293945,180.99000549316406,170.02999877929688,139.3300018310547
2022-08-26,13.739999771118164,173.58999633789062,163.6199951171875,136.35000610351562
2022-08-29,13.510000228881836,170.5399932861328,161.3800048828125,135.7100067138672
