Date,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT
2021-11-05,21.81999969482422,225.138427734375,150.6565704345703,113.93343353271484,125.91366577148438,361.7099914550781,122.89460754394531
2021-11-08,22.25,223.3548126220703,149.82005310058594,112.84446716308594,124.34432220458984,359.75,125.29578399658203
2021-11-09,22.260000228881836,227.74526977539062,150.18850708007812,112.40693664550781,123.05131530761719,371.3500061035156,124.93017578125
2021-11-10,21.56999969482422,230.07769775390625,147.3104248046875,113.51534271240234,124.04820251464844,355.57000732421875,126.30368041992188
2021-11-11,21.329999923706055,233.68414306640625,147.2606201171875,113.39866638183594,124.05807495117188,356.5899963378906,125.74044799804688
2021-11-12,20.290000915527344,234.26234436035156,149.37188720703125,113.72925567626953,124.16703796386719,360.8900146484375,126.92620849609375
2021-11-15,20.31999969482422,237.0749969482422,149.3818359375,113.60285186767578,123.25564575195312,348.3599853515625,127.90445709228516
2021-11-16,19.84000015258789,230.9793243408203,150.3777313232422,113.19448852539062,122.70088958740234,351.739990234375,129.33726501464844
2021-11-17,19.860000610351562,227.90206909179688,152.8574676513672,114.09871673583984,123.50331115722656,343.5,127.09419250488281
2021-11-18,19.389999389648438,227.28466796875,157.2194061279297,113.82647705078125,123.32499694824219,340.20001220703125,126.12581634521484
2021-11-19,19.280000686645508,225.40304565429688,159.8883819580078,113.01947784423828,119.39214324951172,339.989990234375,125.33531188964844
2021-11-22,19.6299991607666,227.19647216796875,160.35643005371094,112.44583129882812,119.98654174804688,335.32000732421875,123.77405548095703
2021-11-23,19.469999313354492,231.05770874023438,160.7448272705078,115.58633422851562,122.50276947021484,328.17999267578125,123.00331115722656
2021-11-24,19.459999084472656,228.7056884765625,161.2726593017578,115.37242889404297,122.28482818603516,337.7799987792969,123.58631134033203
2021-11-26,17.75,222.19839477539062,156.16378784179688,113.28199768066406,119.10486602783203,325.9800109863281,124.38670349121094
2021-11-29,17.739999771118164,222.72760009765625,159.57965087890625,113.6514663696289,119.10486602783203,319.1199951171875,126.51119232177734
2021-11-30,17.690000534057617,216.30850219726562,164.61880493164062,112.08607482910156,114.66678619384766,314.7799987792969,124.27799987792969
2021-12-01,16.280000686645508,213.86827087402344,164.0909881591797,112.6986312866211,113.01241302490234,305.7099914550781,125.23649597167969
2021-12-02,17.420000076293945,224.18780517578125,163.08514404296875,113.63202667236328,114.71632385253906,312.44000244140625,126.85704803466797
2021-12-03,16.6200008392334,222.3258056640625,161.1730499267578,115.55715942382812,115.6673355102539,300.6300048828125,128.72462463378906
2021-12-06,17.93000030517578,225.42263793945312,164.63873291015625,117.98789978027344,117.78731536865234,308.1499938964844,130.89852905273438
2021-12-07,17.889999389648438,230.2541046142578,170.47454833984375,118.14346313476562,118.40150451660156,320.7799987792969,130.84910583496094
2021-12-08,18.229999542236328,229.3524932861328,174.35850524902344,118.49349975585938,119.71905517578125,324.4100036621094,130.79969787597656
2021-12-09,18.139999389648438,229.93069458007812,173.84063720703125,120.7103271484375,120.55120849609375,312.17999267578125,130.9578094482422
2021-12-10,18.010000228881836,235.24237060546875,178.7104949951172,121.99375915527344,121.97772216796875,306.0299987792969,132.77597045898438
2021-12-13,17.1200008392334,229.44068908691406,175.01577758789062,123.00494384765625,121.37342834472656,312.3900146484375,134.34713745117188
2021-12-14,16.90999984741211,230.685302734375,173.61160278320312,123.7633285522461,122.14613342285156,311.2699890136719,131.36294555664062
2021-12-15,16.989999771118164,234.3603515625,178.5611114501953,126.62186431884766,122.61173248291016,315.4599914550781,133.95187377929688
2021-12-16,16.520000457763672,235.36416625976562,171.55010986328125,128.12892150878906,122.81977081298828,310.0,134.4755859375
2021-12-17,16.950000762939453,229.1248016357422,170.4347381591797,125.9412612915039,124.00853729248047,315.54998779296875,135.48348999023438
2021-12-20,17.299999237060547,224.76510620117188,169.0504608154297,127.23441314697266,124.83077239990234,316.2300109863281,133.3787384033203
2021-12-21,18.1200008392334,225.92637634277344,172.277099609375,126.3496322631836,126.41580200195312,332.20001220703125,133.66531372070312
2021-12-22,18.260000228881836,229.0952606201172,174.9161834716797,128.39144897460938,126.61392211914062,343.3999938964844,137.3411865234375
2021-12-23,18.260000228881836,228.4457550048828,175.55355834960938,129.4026336669922,128.31784057617188,352.2099914550781,137.50917053222656
2021-12-27,18.170000076293945,232.7463836669922,179.5868682861328,130.6860809326172,130.6656494140625,357.8299865722656,139.78187561035156
2021-12-28,18.540000915527344,234.3505096435547,178.55113220214844,130.6666259765625,131.12135314941406,357.44000244140625,138.80361938476562
2021-12-29,18.049999237060547,237.2044677734375,178.64077758789062,131.6097412109375,132.0921630859375,361.8399963378906,139.5150909423828
2021-12-30,18.06999969482422,233.7501983642578,177.46563720703125,132.16395568847656,132.5181427001953,362.05999755859375,139.32733154296875
2021-12-31,17.959999084472656,236.07273864746094,176.83824157714844,131.6486358642578,131.64637756347656,359.1700134277344,139.07040405273438
2022-01-03,18.75,233.0219268798828,181.25991821289062,131.6680908203125,131.37890625,366.2900085449219,137.3905792236328
2022-01-04,19.020000457763672,233.2876434326172,178.95945739746094,131.41529846191406,130.13070678710938,361.5899963378906,134.15939331054688
2022-01-05,18.68000030517578,232.69717407226562,174.1991424560547,132.10562133789062,131.26004028320312,338.20001220703125,133.55662536621094
2022-01-06,18.56999969482422,237.81463623046875,171.29119873046875,131.48333740234375,129.22921752929688,336.44000244140625,133.53684997558594
2022-01-07,19.280000686645508,234.31114196777344,171.4604949951172,131.14305114746094,131.87423706054688,319.2799987792969,133.95187377929688
2022-01-10,18.790000915527344,230.41400146484375,171.48040771484375,132.6112060546875,133.3800048828125,306.79998779296875,133.65542602539062
2022-01-11,19.020000457763672,228.32763671875,174.35850524902344,133.17514038085938,135.17306518554688,319.1000061035156,134.0902099609375
2022-01-12,18.5,233.76004028320312,174.806640625,133.4862518310547,134.44000244140625,315.42999267578125,132.13369750976562
2022-01-13,19.34000015258789,237.48988342285156,171.48040771484375,131.1678466796875,133.62767028808594,306.7900085449219,128.5638427734375
2022-01-14,18.489999771118164,235.79718017578125,172.35679626464844,133.4764404296875,134.9254150390625,301.2200012207031,127.08634185791016
2022-01-18,17.899999618530273,234.13401794433594,169.10025024414062,134.3704071044922,132.55776977539062,292.3800048828125,125.50965881347656
2022-01-19,17.309999465942383,230.62066650390625,165.5449676513672,132.8280792236328,131.15106201171875,302.0199890136719,124.9940185546875
2022-01-20,16.760000228881836,225.690185546875,163.83204650878906,130.6864776611328,131.63648986816406,302.75,123.66523742675781
2022-01-21,16.299999237060547,222.56065368652344,161.74070739746094,129.65496826171875,130.28919982910156,304.57000732421875,124.77586364746094
2022-01-24,16.40999984741211,229.1149444580078,160.95394897460938,129.83180236816406,130.3189239501953,311.94000244140625,122.7826919555664
2022-01-25,16.459999084472656,226.52667236328125,159.12155151367188,130.7454071044922,129.83351135253906,296.8399963378906,122.23729705810547
2022-01-26,16.239999771118164,221.5469970703125,159.03192138671875,131.86534118652344,129.3282928466797,297.1400146484375,119.06411743164062
2022-01-27,15.779999732971191,221.5371551513672,158.56387329101562,133.57469177246094,133.42953491210938,277.29998779296875,119.43101501464844
2022-01-28,15.640000343322754,224.59780883789062,169.62806701660156,135.49034118652344,135.51980590820312,277.25,124.29988098144531
2022-01-31,16.469999313354492,227.8355712890625,174.0597381591797,134.47848510742188,134.9254150390625,295.8699951171875,126.39219665527344
2022-02-01,16.829999923706055,231.0733642578125,173.8904266357422,134.5865478515625,136.3717498779297,301.3500061035156,126.1343765258789
2022-02-02,16.959999084472656,232.9235076904297,175.11537170410156,136.17799377441406,134.80653381347656,307.9599914550781,128.95057678222656
2022-02-03,16.56999969482422,228.80003356933594,172.18746948242188,138.25082397460938,136.58969116210938,290.5199890136719,129.02000427246094
2022-02-04,16.450000762939453,223.38731384277344,171.8983154296875,138.1722412109375,135.33157348632812,295.6499938964844,128.62335205078125
2022-02-07,17.280000686645508,222.35397338867188,171.17039489746094,140.0191192626953,138.10536193847656,289.8399963378906,126.97726440429688
2022-02-08,18.260000228881836,226.54637145996094,174.3313446044922,140.98184204101562,140.9088897705078,309.0299987792969,127.57221984863281
2022-02-09,18.760000228881836,228.49493408203125,175.7772216796875,140.6773223876953,141.58250427246094,315.9200134277344,129.39682006835938
2022-02-10,18.709999084472656,219.19493103027344,171.6290740966797,140.19595336914062,140.21542358398438,307.1099853515625,126.68968963623047
2022-02-11,17.610000610351562,219.40159606933594,168.1590118408203,139.50828552246094,139.38058471679688,294.82000732421875,124.43870544433594
2022-02-14,17.43000030517578,220.7203369140625,168.3983154296875,140.4808349609375,139.32095336914062,290.42999267578125,121.75141143798828
2022-02-15,18.84000015258789,219.06700134277344,172.2971649169922,142.2098388671875,140.61297607421875,304.70001220703125,122.94136047363281
2022-02-16,18.81999969482422,218.86032104492188,172.057861328125,143.30027770996094,141.85531616210938,325.4200134277344,122.64387512207031
2022-02-17,18.219999313354492,216.91175842285156,168.3983154296875,142.4161376953125,141.23912048339844,307.1099853515625,119.5698471069336
2022-02-18,17.8700008392334,215.32730102539062,166.8228302001953,141.49269104003906,140.6328582763672,298.3800048828125,115.81159210205078
2022-02-22,17.43000030517578,203.4783935546875,163.85133361816406,142.99574279785156,139.6986083984375,296.6400146484375,116.52555847167969
2022-02-23,16.639999389648438,193.67648315429688,159.61346435546875,144.17459106445312,138.61529541015625,290.67999267578125,116.26773834228516
2022-02-24,16.959999084472656,197.62283325195312,162.27584838867188,142.71084594726562,137.01516723632812,306.9200134277344,117.72542572021484
2022-02-25,17.459999084472656,202.3072967529297,164.37982177734375,146.90562438964844,141.05029296875,312.29998779296875,121.38451385498047
2022-02-28,17.25,201.23458862304688,164.6490478515625,145.1668243408203,141.65655517578125,310.739990234375,119.60951232910156
2022-03-01,16.290000915527344,197.9771270751953,162.73452758789062,145.08822631835938,141.09999084472656,313.489990234375,117.1800308227539
2022-03-02,16.3700008392334,205.75173950195312,166.08494567871094,146.9351043701172,142.12367248535156,315.8500061035156,119.3516845703125
2022-03-03,15.710000038146973,204.96444702148438,165.75587463378906,147.7602996826172,144.5785369873047,311.17999267578125,119.95658111572266
2022-03-04,14.59000015258789,203.3406219482422,162.70460510253906,147.9076690673828,146.39732360839844,313.7200012207031,120.39289093017578
2022-03-07,12.84000015258789,198.11489868164062,158.8456573486328,146.8172149658203,143.952392578125,298.6400146484375,117.86425018310547
2022-03-08,13.510000228881836,197.396484375,156.99095153808594,144.55772399902344,143.5250244140625,290.3900146484375,115.13728332519531
2022-03-09,14.300000190734863,201.6282501220703,162.48524475097656,146.21795654296875,144.93634033203125,306.739990234375,117.39818572998047
2022-03-10,14.199999809265137,201.6676025390625,158.06788635253906,146.54214477539062,145.27423095703125,305.6199951171875,116.01982879638672
2022-03-11,14.020000457763672,200.8409423828125,154.28868103027344,146.43408203125,143.67410278320312,286.7900085449219,113.0647964477539
2022-03-14,14.25,196.0088653564453,150.19039916992188,149.4205322265625,145.2543487548828,277.54998779296875,114.55223083496094
2022-03-15,15.569999694824219,201.02792358398438,154.64764404296875,153.13394165039062,150.46224975585938,289.6400146484375,116.49581909179688
2022-03-16,16.469999313354492,204.22633361816406,159.13482666015625,153.3009490966797,149.5777130126953,294.5299987792969,118.47905731201172
2022-03-17,16.549999237060547,206.36752319335938,160.16188049316406,155.79620361328125,151.2672882080078,307.6499938964844,120.18463897705078
2022-03-18,16.75,204.54354858398438,163.51229858398438,156.3954620361328,151.0685272216797,304.3299865722656,121.4241714477539
2022-03-21,16.09000015258789,203.95867919921875,164.90830993652344,157.23048400878906,152.2412872314453,306.739990234375,120.73995208740234
2022-03-22,16.559999465942383,207.576904296875,168.3385009765625,157.19117736816406,151.17784118652344,313.3399963378906,120.86886596679688
2022-03-23,16.209999084472656,211.48260498046875,169.72454833984375,155.6291961669922,150.6013946533203,311.0299987792969,115.94050598144531
2022-03-24,16.719999313354492,212.801025390625,173.57351684570312,157.4564208984375,151.67478942871094,321.4700012207031,116.83296203613281
2022-03-25,17.010000228881836,213.70310974121094,174.22166442871094,158.48793029785156,153.74203491210938,318.8800048828125,117.9534912109375
2022-03-28,17.299999237060547,208.6574249267578,175.09915161132812,159.1166534423828,153.78176879882812,321.80999755859375,118.98477935791016
2022-03-29,18.15999984741211,213.57423400878906,178.44956970214844,159.3229522705078,154.08987426757812,331.5,119.18311309814453
2022-03-30,18.049999237060547,209.97584533691406,177.26296997070312,160.86529541015625,154.18927001953125,328.510009765625,119.37151336669922
2022-03-31,18.25,205.1581573486328,174.1119842529297,159.2541961669922,153.76190185546875,331.239990234375,117.36843872070312
2022-04-01,18.239999771118164,205.67361450195312,173.8128204345703,159.81414794921875,155.56082153320312,338.6400146484375,117.58660125732422
2022-04-04,18.229999542236328,210.07496643066406,177.93104553222656,159.03807067871094,153.80165100097656,325.70001220703125,117.88407897949219
2022-04-05,17.84000015258789,209.88661193847656,174.56068420410156,160.55091857910156,154.8054656982422,322.6600036621094,118.47905731201172
2022-04-06,17.3799991607666,210.97705078125,171.33990478515625,165.9344024658203,157.17088317871094,313.760009765625,118.9352035522461
2022-04-07,16.950000762939453,215.68568420410156,171.64901733398438,170.22740173339844,161.92160034179688,317.5199890136719,122.33646392822266
2022-04-08,16.59000015258789,223.774658203125,169.6048583984375,171.87782287597656,164.4261474609375,314.5299987792969,122.21746826171875
2022-04-11,16.969999313354492,219.04617309570312,165.27723693847656,166.83819580078125,161.6532440185547,299.760009765625,119.03436279296875
2022-04-12,17.1299991607666,219.94825744628906,167.1818084716797,164.3625946044922,161.62342834472656,299.6400146484375,117.39818572998047
2022-04-13,18.950000762939453,218.65957641601562,169.91397094726562,157.47698974609375,161.9613494873047,304.42999267578125,118.95128631591797
2022-04-14,19.0,216.77610778808594,164.8185577392578,160.80584716796875,160.22207641601562,306.0799865722656,117.16920471191406
2022-04-18,18.540000915527344,216.349853515625,164.5991973876953,157.88319396972656,160.9078369140625,301.510009765625,115.77539825439453
2022-04-19,19.59000015258789,220.95936584472656,166.92254638671875,154.90109252929688,161.85203552246094,323.4200134277344,119.4490737915039
2022-04-20,19.479999542236328,226.03480529785156,166.75302124023438,155.24783325195312,164.71437072753906,325.9800109863281,122.09729766845703
2022-04-21,20.219999313354492,223.59620666503906,165.94534301757812,157.0509796142578,164.00872802734375,315.6400146484375,122.82406616210938
2022-04-22,20.18000030517578,216.48863220214844,161.3285369873047,153.55369567871094,158.02561950683594,295.8299865722656,119.1105728149414
2022-04-25,19.979999542236328,221.92092895507812,162.41543579101562,154.85154724121094,157.49887084960938,302.1400146484375,119.47893524169922
2022-04-26,18.770000457763672,221.4946746826172,156.352783203125,154.73265075683594,156.28634643554688,285.8699951171875,116.452392578125
2022-04-27,18.969999313354492,222.92213439941406,156.12344360351562,156.1593017578125,156.49505615234375,277.1499938964844,116.20349884033203
2022-04-28,19.43000030517578,207.56698608398438,163.1732635498047,154.8614501953125,156.7832794189453,287.2200012207031,117.48778533935547
2022-04-29,18.770000457763672,197.8919677734375,157.20034790039062,145.5188446044922,150.36285400390625,286.5799865722656,112.99774169921875
2022-05-02,18.559999465942383,198.74449157714844,157.5094757080078,146.49966430664062,148.0570831298828,285.7099914550781,112.3307113647461
2022-05-03,19.1299991607666,198.179443359375,159.02513122558594,148.21363830566406,149.8361053466797,285.8699951171875,111.93247985839844
2022-05-04,19.6200008392334,205.82232666015625,165.54647827148438,150.18519592285156,155.8291473388672,295.2099914550781,115.18800354003906
2022-05-05,18.540000915527344,199.57716369628906,156.3228759765625,150.76971435546875,154.2389678955078,272.25,112.5099105834961
2022-05-06,17.84000015258789,201.09384155273438,157.06182861328125,151.4136962890625,158.03555297851562,257.5400085449219,111.77318572998047
2022-05-09,16.31999969482422,200.87576293945312,151.8490753173828,149.56103515625,156.35592651367188,234.10000610351562,106.91477966308594
2022-05-10,16.56999969482422,201.13348388671875,154.29566955566406,150.68055725097656,158.671630859375,237.6300048828125,106.2776107788086
2022-05-11,15.970000267028809,199.31944274902344,146.29678344726562,150.55177307128906,160.3115234375,233.49000549316406,105.37163543701172
2022-05-12,15.489999771118164,207.0812530517578,142.36224365234375,152.86016845703125,150.680908203125,234.35000610351562,107.49221801757812
2022-05-13,16.579999923706055,209.37115478515625,146.90594482421875,152.07749938964844,152.41551208496094,254.16000366210938,109.39376068115234
2022-05-16,16.549999237060547,211.82955932617188,145.33811950683594,154.02923583984375,154.0703582763672,253.7899932861328,109.2245101928711
2022-05-17,17.81999969482422,214.37718200683594,149.03298950195312,153.3456268310547,156.44296264648438,258.2300109863281,114.03314208984375
2022-05-18,16.889999389648438,193.7979278564453,140.6246795654297,151.01739501953125,150.6410369873047,240.4600067138672,112.24110412597656
2022-05-19,16.75,194.36297607421875,137.15948486328125,150.31399536132812,148.91641235351562,238.64999389648438,111.94243621826172
2022-05-20,16.260000228881836,180.30641174316406,137.39913940429688,149.61056518554688,149.7139129638672,235.75,112.7388916015625
2022-05-23,16.75,181.64466857910156,142.91148376464844,146.65818786621094,152.22608947753906,249.22000122070312,114.5209732055664
2022-05-24,15.5,178.66085815429688,140.16529846191406,147.72817993164062,152.60491943359375,249.19000244140625,113.26654815673828
2022-05-25,16.1299991607666,183.69664001464844,140.32508850097656,150.55177307128906,153.79122924804688,254.2899932861328,112.68911743164062
2022-05-26,17.239999771118164,189.2379608154297,143.58055114746094,149.17465209960938,155.3164825439453,260.9700012207031,114.36168670654297
2022-05-27,18.1299991607666,191.3692626953125,149.43243408203125,148.60992431640625,156.37318420410156,266.3399963378906,116.17362976074219
2022-05-31,17.8700008392334,188.20703125,148.633544921875,146.00428771972656,154.30960083007812,263.70001220703125,116.94021606445312
2022-06-01,17.290000915527344,186.02618408203125,148.50372314453125,144.66680908203125,149.54443359375,255.36000061035156,114.57075500488281
2022-06-02,17.459999084472656,189.4263153076172,151.00025939941406,145.39004516601562,147.75003051757812,269.6300048828125,116.98999786376953
2022-06-03,16.219999313354492,189.06944274902344,145.1783447265625,145.80615234375,146.5736846923828,262.25,116.05416107177734
2022-06-06,16.299999237060547,189.07937622070312,145.93728637695312,145.17208862304688,146.4341278076172,260.1000061035156,115.90482330322266
2022-06-07,16.690000534057617,185.21331787109375,148.50372314453125,147.75790405273438,149.09584045410156,268.2300109863281,116.36278533935547
2022-06-08,16.149999618530273,183.50828552246094,147.75477600097656,147.86688232421875,145.96559143066406,265.3599853515625,114.18247985839844
2022-06-09,15.470000267028809,183.05230712890625,142.442138671875,144.082275390625,143.5132293701172,257.1099853515625,112.21123504638672
2022-06-10,14.710000038146973,177.86782836914062,136.93978881835938,141.87294006347656,144.00169372558594,250.42999267578125,109.14486694335938
2022-06-13,13.319999694824219,170.6908721923828,131.6970672607422,138.1279754638672,141.08079528808594,240.57000732421875,105.44133758544922
2022-06-14,12.949999809265137,169.98704528808594,132.57583618164062,136.3446502685547,140.77175903320312,229.66000366210938,102.4844741821289
2022-06-15,13.3100004196167,170.7899932861328,135.2421417236328,136.810302734375,141.8683319091797,232.35000610351562,104.33624267578125
2022-06-16,12.15999984741211,165.4499969482422,129.8795928955078,137.8604736328125,140.5225372314453,224.72999572753906,101.61832427978516
2022-06-17,12.9399995803833,167.80999755859375,131.37750244140625,136.99853515625,140.24339294433594,229.7899932861328,102.07628631591797
2022-06-21,13.039999961853027,171.72999572753906,135.68153381347656,142.14044189453125,142.8153839111328,232.27000427246094,103.9479751586914
2022-06-22,13.100000381469727,174.66000366210938,135.16226196289062,146.19253540039062,144.56993103027344,236.3000030517578,104.9734115600586
2022-06-23,12.979999542236328,178.6300048828125,138.0782012939453,148.0650177001953,144.1512451171875,248.6199951171875,105.74000549316406
2022-06-24,13.899999618530273,183.10000610351562,141.4635009765625,150.92823791503906,147.999267578125,255.32000732421875,108.96566009521484
2022-06-27,13.5600004196167,183.6300048828125,141.4635009765625,151.7208251953125,148.75689697265625,254.77999877929688,108.59730529785156
2022-06-28,13.5,178.75,137.24935913085938,151.0768585205078,142.74560546875,249.0800018310547,106.49664306640625
2022-06-29,13.029999732971191,176.72000122070312,139.036865234375,152.71156311035156,143.1343994140625,256.489990234375,108.6172103881836
2022-06-30,12.680000305175781,173.08999633789062,136.5303497314453,151.7406463623047,141.04090881347656,247.50999450683594,108.16920471191406
2022-07-01,13.130000114440918,173.63999938964844,138.73727416992188,152.3747100830078,142.69577026367188,254.55999755859375,109.73226165771484
2022-07-05,13.880000114440918,182.30999755859375,141.36363220214844,152.5034942626953,140.2733154296875,256.6600036621094,108.81632995605469
2022-07-06,13.890000343322754,181.77000427246094,142.7217559814453,151.11648559570312,139.406005859375,253.3300018310547,108.20903015136719
2022-07-07,14.100000381469727,183.99000549316406,146.14700317382812,150.59140014648438,140.35305786132812,267.32000732421875,109.00548553466797
2022-07-08,13.970000267028809,182.89999389648438,146.83602905273438,151.4335174560547,142.10760498046875,267.0,108.77650451660156
2022-07-11,13.430000305175781,181.75,144.66903686523438,151.80999755859375,140.8814239501953,262.07000732421875,108.40814208984375
2022-07-12,14.770000457763672,183.83999633789062,145.6576690673828,151.04713439941406,140.9412384033203,256.260009765625,107.82075500488281
2022-07-13,14.3100004196167,185.33999633789062,145.28819274902344,150.739990234375,138.6782684326172,256.94000244140625,105.74000549316406
2022-07-14,14.25,186.00999450683594,148.26405334472656,150.44000244140625,139.0969696044922,258.8800048828125,105.70999908447266
2022-07-15,14.470000267028809,188.7100067138672,149.96170043945312,153.6199951171875,141.77862548828125,268.2300109863281,108.81999969482422
2022-07-18,14.539999961853027,185.27000427246094,146.86599731445312,149.57000732421875,139.96426391601562,263.0400085449219,107.0199966430664
2022-07-19,15.15999984741211,190.64999389648438,150.79054260253906,149.74000549316406,142.6459197998047,269.3500061035156,109.93000030517578
2022-07-20,15.210000038146973,192.66000366210938,152.8277130126953,147.69000244140625,141.05088806152344,276.1600036621094,108.2300033569336
2022-07-21,14.079999923706055,189.8300018310547,155.134521484375,147.75,141.69886779785156,284.80999755859375,110.69000244140625
2022-07-22,13.680000305175781,191.22999572753906,153.87625122070312,148.47000122070312,142.05775451660156,281.70001220703125,109.19999694824219
2022-07-25,13.75,189.6300048828125,152.7378387451172,150.22000122070312,143.70262145996094,280.44000244140625,108.5
2022-07-26,13.430000305175781,182.8699951171875,151.3897247314453,150.8699951171875,144.74937438964844,278.510009765625,109.08999633789062
